Ticker,Company,Sector,Industry,Country,Market Cap,Price,Change (%),Volume,Price to Earnings Ratio,Price to Earnings,Forward Price to Earnings,Price/Earnings to Growth,Price to Sales,Price to Book,Price to Cash,Price to Free Cash Flow,Earnings Per Share This Year (%),Earnings Per Share Next Year (%),Earnings Per Share Past 5 Years (%),Earnings Per Share Next 5 Years (%),Sales Past 5 Years (%),Dividend (%),Return on Assets (%),Return on Equity (%),Return on Investment (%),Current Ratio,Quick Ratio,Long-Term Debt to Equity,Debt to Equity,Gross Margin (%),Operating Margin (%),Profit Margin,Outstanding Shares,Float,Insider Ownership (%),Insider Transactions (%),Institutional Ownership (%),Float Short (%),Short Ratio,Average Volume,Performance (Week) (%),Performance (Month) (%),Performance (Quarter) (%),Performance (Half Year) (%),Performance (Year) (%),Performance (Year to Date) (%),Volatility (Week) (%),Volatility (Month) (%),Analyst Recommendation,Relative Volume,Beta,Average True Range,Simple Moving Average (20) (%),Simple Moving Average (50) (%),Simple Moving Average (200) (%),Yearly High (%),Yearly Low (%),Relative Strength Index,Change from Open (%),Gap (%),Volume2
GAMR,Wedbush ETFMG Video Game Tech ETF,Financial,Exchange Traded Fund,USA,,56.87,-0.17,806,-,-,-,-,-,-,-,-,,,,,,3.99,,,,-,-,-,-,,,-,,,,,,,-,3290,0.33,4.14,1.1,-6.57,2.39,2.97,0.84,0.96,-,0.58,0.86,0.73,1.01,5.63,-1.4,-9.64,13.98,61.28,0.6,-0.47,806
GAN,GAN Limited,Consumer Cyclical,Gambling,USA,70180000,1.57,0.64,226356,-,-,-,-,0.52,34.74,1.79,-,84.46,35.48,-104.59,,99.54,,-108.4,-223.83,-369.13,1.72,1.72,22.17,22.54,57.15,-21.64,-127.37%,42890000,42130000,5.75,,-10.23,1.33,0.68,827000,5.33,-4.82,16.18,12.86,13.67,5.33,2.96,4.09,3,0.41,-,0.07,3.79,26.46,9.61,-36.52,90.36,65.82,1.94,-0.64,226356
GANX,Gain Therapeutics Inc,Healthcare,Biotechnology,USA,42040000,2.78,1.84,46172,-,-,-,-,680.4,4.71,3.32,-,-8.62,23.12,-99.69,,131.63,,-104.74,-148.15,-276.72,2.3,2.3,0.1,0.14,-41.54,-40607.29,-40264.62%,15120000,12010000,20.6,,10.95,1.47,2.92,60530,11.06,-2.25,-28.3,-46.41,-18.69,-16.61,10.14,8.35,1,2.44,0.13,0.22,6.14,-7.68,-34.21,-57.84,30.5,51.96,-7.45,3.68,46172
GAPR,FT Cboe Vest US Eq Moderate Buffer ETF - April,Financial,Exchange Traded Fund,USA,,32.23,0.17,422,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,34120,0.76,3.88,3.19,5.47,,8.49,0.29,0.31,-,0.14,-,0.13,1.21,3.46,4.53,0.28,9.81,75.23,0.28,0,422
GAQ,Generation Asia I Acquisition Ltd,Financial,Shell Companies,Cayman Islands,164700000,10.85,0,0,36.01,36.08,-,-,-,2.14,515.65,-,,,,,0,,5.47,5.77,10.88,0.3,0.3,0,0.01,,0,-,21930000,7020000,53.77,,52.15,0.13,0.22,41160,-0.09,0.65,3.13,5.53,,7.41,0.38,0.5,-,2.44,0.1,0.06,0.36,0.95,4.44,-2.95,8.37,57.73,0,0.18,0
GASS,StealthGas Inc,Industrials,Marine Shipping,Greece,222810000,6.32,-1.71,91353,4.74,4.78,7.14,0.94,1.48,0.45,3.04,2.98,48.45,-38.19,,5.1,0.02,,6.7,9.64,7.67,3.2,3.15,0.2,0.23,34.62,28.5,33.36%,38200000,26860000,23.93,,-0.95,0.8,0.89,242590,-4.68,14.49,23.68,101.92,124.11,135.82,2.46,4.16,1,0.77,0.95,0.24,1.83,11.99,49.78,-11.24,151.79,55.48,-0.78,-0.93,91353
GAST,Gabelli Automation ETF,Financial,Exchange Traded Fund,USA,,23.4,0.45,141,-,-,-,-,-,-,-,-,,,,,,0.69,,,,-,-,-,-,,,-,,,,,,,-,110,1.59,6.21,1.54,5.92,2.59,12.15,0,0.46,-,1.3,0.81,0.19,3.11,2.45,5.69,-13.06,17.45,63.21,-0.01,0.45,141
GATE,Marblegate Acquisition Corp,Financial,Shell Companies,USA,126990000,10.6,0,0,-,-,-,-,-,-,2539.76,-,,,,,0,,-2.61,-2.95,,0.44,0.44,-,-,,0,-,1920000,970000,91.87,,-12.83,0.19,0.47,3940,1.34,2.03,1.83,5.59,7.52,5.59,0.23,0.12,-,0.01,0.04,0.04,1.29,2.14,4.28,-3.91,6.22,62.88,0,-0.19,0
GATO,Gatos Silver Inc,Basic Materials,Other Precious Metals & Mining,Canada,398360000,5.78,0.35,89586,-,-,61.31,-,-,1.13,12,-,-78.1,105.66,,,0,,-0.85,-0.89,-0.92,1.92,1.92,0,0,,0,-,69160000,45820000,33.75,0.007,-4.46,1.53,1.96,356970,-4.76,24.73,7.41,41.81,44.28,41.81,3.95,4.67,3,0.67,2.25,0.27,0,10.12,13.93,-22.56,65.24,53.18,2.84,-2.08,89586
GATX,GATX Corp.,Industrials,Rental & Leasing Services,USA,4030000000,113.61,0.42,12538,16.98,17,16.19,1.42,2.96,1.86,19.91,-,14.7,1.03,-19.37,12,-1.4,1.93,2.33,11.64,2.59,1.68,1.68,3.25,3.26,46.03,27.83,17.54%,35270000,35060000,1.24,-0.007,0.09,4.33,11.08,136830,0.54,7.09,-0.76,-8.53,2.88,7.16,1.53,1.68,1.8,0.77,0.97,2.11,3.47,5.41,-0.55,-14.33,17.22,61.9,0.83,-0.11,12538
GAU,Galiano Gold Inc,Basic Materials,Gold,Canada,140380000,0.62,-1.76,67147,2.33,2.34,23.07,-,-,0.68,2.54,107.24,-19.88,-81.15,44.9,,-27.36,,33.04,34.35,29.23,6.12,6.12,0,0,,0,-,224940000,196800000,12.51,,,0.15,1.81,166340,-5.63,20.09,0.7,13.33,14.76,21.83,4.4,4.82,2.33,0.82,1.03,0.03,3.08,8.63,5.43,-14.37,50.83,56.35,0.54,-0.93,67147
GAUG,FT Cboe Vest US Eq Moderate Buffer ETF - August,Financial,Exchange Traded Fund,USA,,30.96,0.02,405,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,28390,0.66,3.76,2.89,,,3.97,0.26,0.35,-,0.02,-,0.14,1.16,3.42,3.43,0.16,7.73,71.34,0.16,0,405
GB,Global Blue Group Holding AG,Technology,Software - Infrastructure,Switzerland,931690000,4.63,-0.22,2208,90.61,90.41,-,-,2.28,73.63,3.96,10.8,,,,,75.58,,0.8,183.29,1.25,1.18,1.18,64.68,70.37,27.85,17.1,2.40%,189860000,31440000,84.38,,0.45,0.45,5.9,24050,-1.49,-8.32,-18.05,-4.93,11.57,0,5.08,6.04,1,0.53,0.39,0.3,-2.62,-10.14,-14.31,-39.08,32.66,44.88,2.21,-2.37,2208
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust,Financial,Closed-End Fund - Debt,USA,362350000,16.01,0.21,22978,-,-,-,-,-,-,-,-,,,,,,9.42,,,,-,-,-,-,,,-,22680000,22670000,,,,0.12,0.42,65810,1.13,7.72,3.48,-2.31,-2.25,-1.96,1.34,1.43,-,0.97,0.46,0.25,2.85,5.09,0.13,-10.14,12.8,63,0,0.38,22978
GBBK,Global Blockchain Acquisition Corp,Financial,Shell Companies,USA,75930000,10.56,0.09,144,53.39,53.36,-,-,-,3.09,151.78,-,,,,,0,,4,4.05,16.64,1.47,1.47,0,0,,0,-,22010000,2880000,59.96,,62.46,0.02,0.07,8570,-0.66,0.38,1,2.93,8.21,4.56,0.13,0.72,-,0.47,0,0.08,-0.01,0.36,2.47,-8.45,5.92,50.69,-0.09,0.09,144
GBCI,"Glacier Bancorp, Inc.",Financial,Banks - Regional,USA,4230000000,38.18,0.63,106065,17.05,17.01,21.08,1.7,3.9,1.47,-,12.52,-30.97,-4.38,12.78,10,14.47,3.46,0.91,8.79,7.96,0.09,-,0.09,1.56,,27.89,22.89%,110780000,110300000,0.52,,-0.22,6.33,10.39,672770,3.62,24.18,30.47,5.42,-30.66,-22.89,3.04,3.33,2.57,0.9,0.76,1.21,11.56,19.77,13.93,-31.65,42.36,72.31,0.61,-0.18,106065
GBDC,"Golub Capital BDC, Inc.",Financial,Asset Management,USA,2480000000,14.73,0.72,197569,9.7,9.67,8.5,0.97,4.12,0.98,37.87,12.71,68.9,-6.89,2.5,10,31.7,10.06,4.5,10.3,5.2,-,-,1.22,1.22,51,48.5,42.90%,169590000,161670000,4.27,,1.69,2.55,7.54,546530,-1.87,0.27,3.87,9.63,12.72,12.38,0.96,1.03,2.2,1.28,0.63,0.18,-1.33,0.82,6.4,-4.1,20.58,46.72,0.14,0.21,197569
GBF,iShares Barclays Government/Credit Bond Fund,Financial,Exchange Traded Fund,USA,,102.65,-0.27,5281,-,-,-,-,-,-,-,-,,,,,,3,,,,-,-,-,-,,,-,,,,,,,-,25970,0.36,3.21,1.19,-1.07,-2.42,0.23,0.27,0.3,-,0.75,0.17,0.53,1.02,2.67,0.03,-3.97,7.09,62.48,0.14,-0.23,5281
GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Financial,Exchange Traded Fund,USA,,99.88,0.01,134256,-,-,-,-,-,-,-,-,,,,,,4.3,,,,-,-,-,-,,,-,,,,,,,-,743630,0.08,-0.01,0.02,0.06,0.13,0.16,0.01,0.01,-,0.68,0,0.05,-0.1,-0.07,-0.04,-0.34,0.25,44.12,-0.01,0.02,134256
GBIO,Generation Bio Co,Healthcare,Biotechnology,USA,111010000,1.68,-1.75,161964,-,-,-,-,38.82,0.51,0.4,-,17.5,11.54,-31.99,,-25,,-31.58,-45.81,-40.88,9.07,9.07,0.31,0.34,-74.62,-4465.47,-4092.23%,59510000,48200000,26.22,0.03,0.83,6.42,4.46,693940,17.88,71.15,-57.72,-65.44,-65.7,-54.71,16.52,12.51,2,1.82,2.48,0.2,38.39,1.61,-54.05,-75.78,106.98,60.23,5.33,-1.17,161964
GBLD,Invesco MSCI Green Building ETF,Financial,Exchange Traded Fund,USA,,17.04,-0.18,1,-,-,-,-,-,-,-,-,,,,,,4.09,,,,-,-,-,-,,,-,,,,,,,-,2210,1.18,11.51,3.46,3.39,-3.74,-4.1,0.27,0.35,-,0.02,0.88,0.17,4.51,8.98,3.97,-12.59,16.74,70.64,0.03,-0.18,1
GBLI,Global Indemnity Group LLC,Financial,Insurance - Property & Casualty,USA,389270000,28.75,0,727,18.59,18.46,7.61,1.85,0.67,0.62,-,9.37,61.83,78.37,30.56,10,5.87,3.5,1.2,3.43,3.33,1.06,-,0.02,0.02,,4.9,3.73%,10070000,6770000,50.01,,-1.06,0.22,4.06,3630,-15.16,-18.38,-19.58,0.04,16.06,22.48,2.87,3.18,3,0.71,0.45,1.41,-14.94,-17.18,-9.74,-22.84,24.51,26.69,0.11,-0.8,727
GBNH,Greenbrook TMS Inc,Healthcare,Medical Care Facilities,Canada,8160000,0.28,-10.65,79969,-,-,-,-,0.1,-,4.55,-,59.02,58.72,-60.46,,39.29,,-57.61,-296.74,-172.07,0.47,0.47,-,-,-0.07,-30.72,-83.19%,29440000,9490000,67.78,,,0.36,0.08,407790,21.97,20.58,18.63,-56.18,-86.89,-85.19,21.61,13.49,2,0.35,-,0.04,12.21,11.03,-43.88,-87.68,57.87,55.3,-4.64,-3.29,79969
GBNY,Generations Bancorp NY Inc,Financial,Banks - Regional,USA,19470000,8.69,2.12,1911,-,-,-,-,1.09,0.55,-,10.83,,,,,0.68,,-0.23,-2.36,-1.54,0.18,-,0.7,0.7,,-6.63,-5.21%,2350000,1770000,20.82,0.01,-10.93,0.13,0.66,3390,4.19,2.96,-11.13,-14.71,-24.02,-19.44,1.9,0.8,-,1.05,0.36,0.2,3.27,2.27,-9.49,-21.27,8.21,56.49,0.93,1.29,1911
GBR,New Concept Energy Inc,Real Estate,Real Estate Services,USA,5390000,1.05,0.99,11523,187.48,183.68,-,-,31.04,1.13,11.26,86.35,,,,,2.71,,0.62,0.63,0.63,7.56,7.56,0,0,68.02,-109.3,16.86%,5130000,3740000,27.18,,-28.02,0.92,2.24,15350,-4.61,-8.04,-13.45,-16.26,-8.86,-5.5,2.47,3.15,-,0.81,0.53,0.04,-4.31,-9.37,-7.64,-31.79,13.19,36.95,0,0.98,11523
GBTG,Global Business Travel Group Inc,Technology,Software - Application,USA,2800000000,6.01,-0.91,7076,-,-,51.53,-,1.24,2.24,6.49,-,49.41,145.13,,,35.65,,-1.11,-6.33,-1.58,1.59,1.59,1.13,1.14,49.03,1.37,-1.85%,467020000,260710000,44.18,,0.07,0.79,9.51,217250,-4.51,13.6,8.41,-25.5,10.63,-12.15,2.68,3.91,1.5,0.36,0.63,0.22,-0.14,6.79,-6.85,-26.34,24.58,52.04,-1.82,-0.33,7076
GBUY,Goldman Sachs Future Consumer Equity ETF,Financial,Exchange Traded Fund,USA,,27.36,-0.01,1048,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,18700,1.55,4.66,3.51,-0.24,13.25,17.91,1,0.68,-,0.46,1.16,0.27,1.34,5.25,2.75,-5.6,19.46,65.43,0.52,-0.37,1048
GBX,"Greenbrier Cos., Inc.",Industrials,Railroads,USA,1230000000,39.41,0.03,23655,20.88,20.8,10.81,2.97,0.31,0.97,4.04,-,20.87,1.45,-16.96,7,15.57,3.13,1.6,4.94,2.6,1.41,0.73,0.92,1.34,11.16,5.2,1.59%,30880000,29850000,4.02,-0.001,-7.3,4.95,5.29,279450,0.2,9.7,-0.23,29.88,8.94,17.06,2.53,2.55,2.17,0.62,1.57,1.09,4.03,3.06,9.06,-18.59,54.47,57.27,-0.36,0.13,23655
GCAD,Gabelli Commercial Aerospace and Defense Fund,Financial,Exchange Traded Fund,USA,,27.47,0.4,22,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,350,0.19,8.17,10.03,14.19,,9.67,0.36,0.25,-,0.89,-,0.19,3.31,8.35,8.81,0.19,24.65,72.71,0.01,0.4,22
GCBC,Greene County Bancorp Inc,Financial,Banks - Regional,USA,426430000,25.04,0.12,14126,15.11,15.07,-,-,4.13,2.31,-,15.35,,,16.46,,16.01,1.18,1.07,16.42,11.98,0.07,-,0.28,0.3,,31.68,27.40%,17030000,6930000,59.33,0,3.83,1.29,7.93,11270,-4.83,0.2,-17.5,-18.16,-34.19,-14.14,3.99,4.25,-,1.85,0.35,1.07,-1.45,1.25,-5.94,-34.1,40.86,48.4,-1.28,-0.16,14126
GCC,WisdomTree EnhancedContinuous Commodity Index Fund,Financial,Exchange Traded Fund,USA,,16.84,-1.09,6848,-,-,-,-,-,-,-,-,,,,,,2.36,,,,-,-,-,-,,,-,,,,,,,-,59020,-2.43,-2.49,-7.86,-0.06,-5.54,-7.41,0.96,0.92,-,2.32,0.37,0.19,-2.75,-4.01,-4.39,-9.73,1.38,34.83,-0.06,-0.85,6848
GCI,Gannett Co Inc.,Communication Services,Publishing,USA,285110000,1.91,-3.06,148744,14.09,14.09,-,-,0.1,0.87,2.58,6.72,109.51,-639.75,-101.16,,20.89,,1.18,8.71,1.82,0.83,0.77,3.69,4.05,30.65,3.46,1.02%,146220000,126420000,15.09,0.015,0.46,11.59,18.15,807380,-3.08,0.53,-31.52,-5.5,-24.1,-6.9,4.15,5.13,5,0.6,2.35,0.1,-1.72,-13.48,-18.64,-47.5,16.67,42.81,-1.56,-2.04,148744
GCLN,Goldman Sachs Bloomberg Clean Energy Equity ETF,Financial,Exchange Traded Fund,USA,,33.48,-0.06,188,-,-,-,-,-,-,-,-,,,,,,1.64,,,,-,-,-,-,,,-,,,,,,,-,3950,0.05,6.15,-1.2,-10.14,-11.47,-8.62,0.26,0.33,-,0.09,1.02,0.3,2.05,5.01,-6.49,-16.01,10.86,64.57,0.07,0,188
GCMG,GCM Grosvenor Inc,Financial,Asset Management,USA,367350000,8.54,-1.21,44911,-,-,12.25,-,0.88,-,6.69,3.06,10.77,26.35,,10.99,4.53,5.62,2.64,,3.45,-,-,-,-,,-2.81,3.29%,42990000,42210000,1.81,-0.113,0.34,4.98,13.36,157430,3.95,0.81,8.36,22.77,1.4,14.06,2.05,2.7,2,1.12,0.49,0.2,2.63,6.44,11.47,-8.44,32.32,62.4,0,0.23,44911
GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,USA,347740000,30.26,-1.15,24711,-,-,9.04,-,0.15,0.66,16.29,-,-69.14,97.1,,10,3.72,,-0.31,-0.86,-0.48,1.61,0.31,0.96,1.21,47.32,1.26,-0.22%,12600000,10650000,7.29,0.013,-8.04,9.45,6.18,162770,-5.59,5.45,3.08,43.47,-31.83,-33.16,6.01,5.13,3,0.75,2.26,1.95,-2.65,3.03,1.09,-39.73,77.7,49.25,-0.55,1.44,24711
GCOR,Goldman Sachs Access U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,,40.82,-0.54,11176,-,-,-,-,-,-,-,-,,,,,,3.66,,,,-,-,-,-,,,-,,,,,,,-,59770,0.76,3.7,1.14,-1.37,-3.06,-0.44,2.69,1.16,-,1.19,0.27,0.56,1.45,3.18,-0.05,-5.37,8.83,65.6,0.59,-0.51,11176
GCOW,Pacer Global Cash Cows Dividend ETF,Financial,Exchange Traded Fund,USA,,33.17,-0.16,121730,-,-,-,-,-,-,-,-,,,,,,5.75,,,,-,-,-,-,,,-,,,,,,,-,337250,-0.46,5.08,-1.88,0.23,2.42,4.68,0.67,0.76,-,0.92,0.87,0.29,0.94,2.53,0.05,-5.02,6.66,58.01,-0.17,0.15,121730
GCT,GigaCloud Technology Inc,Technology,Software - Infrastructure,USA,565800000,14.02,4.84,913698,7.88,8.3,6.37,-,1.02,2.34,2.77,5.69,227.5,16.28,,,64.64,,15.75,32.84,18.41,2.43,1.84,0.52,0.65,24.88,15.05,12.14%,26730000,5680000,85.98,,318.96,40.67,2.56,901780,18.65,52.73,9.96,94.27,111.77,156.06,9.46,9.02,1,2.06,1.33,1.03,37.19,49.72,76.76,-21.67,204.18,78.39,4.52,4.58,913698
GCTK,GlucoTrack Inc,Healthcare,Medical Instruments & Supplies,USA,4970000,0.24,-2.01,26026,-,-,-,-,-,0.87,0.7,-,,,58.86,,37.13,,-111.75,-151.3,-104.02,4.93,4.93,0.03,0.03,,0,-,20890000,15540000,25.62,,22.46,0.13,0.06,337630,-19.41,37.24,-19.58,-43.78,-86.03,-83.45,15.31,19.22,-,0.26,0.1,0.03,10.58,9.23,-44.35,-93.78,75.68,52.46,-3.11,-1.03,26026
GCV,The Gabelli Convertible and Income Securities Fund Inc.,Financial,Closed-End Fund - Equity,USA,69570000,3.59,0.84,16987,120.27,120,-,-,16.12,0.85,-,-,,,,,,13.3,,,,-,-,-,-,,,-,19280000,18650000,3.3,-0.02,,0.06,0.21,49860,4.03,1.69,-7.67,-18.42,-31.11,-24.79,2.13,2.84,-,1.25,0.93,0.1,4.41,3.14,-12.04,-33.64,14.6,62.75,0.56,0.56,16987
GD,General Dynamics Corp.,Industrials,Aerospace & Defense,USA,69090000000,253.32,0.4,148717,21.17,21.19,17.04,2.16,1.67,3.47,51.16,22.39,3.1,18.39,4.98,9.8,5.17,2.08,6.31,17.56,10.78,1.43,0.91,0.54,0.55,15.87,10.09,7.97%,274410000,271270000,0.6,-0.05,-0.93,0.96,2.17,1200000,0.08,5.13,16.12,18.47,1.91,1.74,0.98,1.04,1.72,0.59,0.69,2.82,1.93,4.91,12.27,-0.92,24.74,66.57,0.16,-0.11,148717
GDC,GD Culture Group Limited,Communication Services,Electronic Gaming & Multimedia,Hong Kong,10730000,2.33,-6.43,53678,-,-,-,-,24.29,0.89,6.48,-,,,,,190.91,,56.98,95.57,-115.24,20.04,20.04,0.17,0.21,17.68,-931.9,-2530.53%,4490000,4360000,2.95,,6.91,0.71,0.12,257430,-19.66,-24.04,-39.69,-41.63,-7.62,13.46,8.53,15.09,-,0.38,1.28,0.39,-24.73,-18.83,-33.5,-94.61,31.67,33.49,-2.07,-2.81,53678
GDDY,Godaddy Inc,Technology,Software - Infrastructure,USA,14810000000,104.97,0.67,281070,45.22,45.16,23.35,2.57,3.53,-,44.8,16.34,24.55,64.69,30.21,17.6,12.94,,5.22,,12.13,0.45,0.45,-,-,56.7,13.57,8.49%,153830000,140070000,0.54,-0.194,-1.89,3.03,2.18,1940000,2.06,21.38,41.12,44.05,39.53,40.78,1.92,1.78,1.94,0.98,1.1,1.95,9.16,24.76,37.56,-0.14,56.19,88.28,0.93,0.05,281070
GDE,WisdomTree Efficient Gold Plus Equity Strategy Fund,Financial,Exchange Traded Fund,USA,,25.67,-0.75,922,-,-,-,-,-,-,-,-,,,,,,2.02,,,,-,-,-,-,,,-,,,,,,,-,3400,-1.19,6.43,3.12,2.65,20.66,22.39,1.28,1.3,-,0.77,1.08,0.37,0.32,4.62,4.91,-4.14,25.7,54.65,-0.7,0,922
GDEF,Goldman Sachs Defensive Equity ETF,Financial,Exchange Traded Fund,USA,,43.84,0,0,-,-,-,-,-,-,-,-,,,,,,0.72,,,,-,-,-,-,,,-,,,,,,,-,60,1,1.6,-3.24,3.25,,3.09,0.01,0.04,-,0,-,0.17,1.02,0.08,0.46,-3.39,5.77,56.62,0,0,0
GDEN,Golden Entertainment Inc,Consumer Cyclical,Resorts & Casinos,USA,1140000000,39.89,1.58,15011,4.45,4.38,31.24,0.29,1.02,2.06,4.31,18.26,239.12,-85.78,98.64,15,22.76,,17.86,61.53,20.61,2.48,2.45,1.46,1.49,34.2,11.87,25.06%,28180000,21060000,26.42,,-4.1,3.89,5.14,159570,5.4,11.47,14.77,-7.52,-0.06,11.4,2.5,2.76,1.4,1.02,2.26,1.15,6.96,13.21,4.55,-12.28,30.48,68.22,1.59,-0.61,15011
GDEV,GDEV Inc,Communication Services,Electronic Gaming & Multimedia,Cyprus,406620000,2.06,-1.95,798,-,-,-,-,0.9,-,6.8,24.7,,,,15.6,38.45,,-18.93,,,0.66,0.66,-,-,59.07,5.97,-14.25%,197090000,28130000,85.75,,-2.62,0.27,4.38,17290,0,-27,-48.47,-69.79,-75.31,-65.67,11.67,9.87,1,0.83,-,0.26,-13.89,-16.68,-57.45,-74.24,15.26,41.63,7.88,-3.38,798
GDHG,Golden Heaven Group Holdings Ltd,Consumer Cyclical,Leisure,China,57030000,1.16,-14.71,1940607,4.17,4.7,-,-,1.57,1.11,2.3,3.42,,,,,23.46,,19.07,27.16,22.25,2.07,2.07,0.11,0.12,72.68,51.89,35.23%,56000000,19680000,60.64,,,1.91,0.61,621830,-93.5,-93.86,-69.89,-69.53,,-67.33,201.05,65.69,-,5.16,-,3.59,-93.25,-91.49,-82.4,-94.76,-1.5,23.77,11.97,-13.97,1940607
GDIV,Harbor Dividend Growth Leaders ETF,Financial,Exchange Traded Fund,USA,,13.14,0.34,4732,-,-,-,-,-,-,-,-,,,,,,2.81,,,,-,-,-,-,,,-,,,,,,,-,44670,1.23,7.15,5.19,7.32,7.62,11.44,0.77,0.65,-,0.76,0.9,0.1,2.76,6.05,7.38,-9.8,16.01,74.91,0.84,-0.15,4732
GDL,The GDL Fund,Financial,Closed-End Fund - Equity,USA,98180000,7.97,-0.09,7585,17.72,17.73,-,-,-,-,-,-,,,,,,6,,,,-,-,-,-,,,-,12310000,9500000,22.33,0,,0.12,1.12,10570,0.5,3.1,1.13,0.63,1.78,1.91,1.02,0.74,-,3.29,0.31,0.07,1.74,2.59,1.97,-2.8,4.44,68.38,-0.25,0.38,7585
GDMA,Gadsden Dynamic Multi-Asset ETF,Financial,Exchange Traded Fund,USA,,30.71,0.28,225,-,-,-,-,-,-,-,-,,,,,,1.17,,,,-,-,-,-,,,-,,,,,,,0.03,7760,0.1,0.95,2.76,4.78,-0.81,-0.42,0.48,0.35,-,0.12,0.23,0.14,0.44,0.68,2.99,-1.92,6.9,58.13,0.18,0,225
GDMN,WisdomTree Efficient Gold Plus Gold Miners Strategy Fund,Financial,Exchange Traded Fund,USA,,21.92,-2.19,285,-,-,-,-,-,-,-,-,,,,,,7.68,,,,-,-,-,-,,,-,,,,,,,-,2940,-6.57,6.19,-4.24,-13.87,-4.03,-4.14,0.86,1.44,-,0.13,0.95,0.57,-1.55,-0.09,-9.72,-28.7,12.55,45.29,-0.43,-1.34,285
GDNR,Gardiner Healthcare Acquisitions Corp,Financial,Shell Companies,USA,44250000,10.82,-0.37,4200,-,-,-,-,-,2.46,260.32,-,,,,,0,,-0.78,-0.81,-2.37,0.17,0.17,0,0.06,,0,-,4090000,2640000,35.36,,1.75,0.08,1.01,2200,0.09,-0.09,0.56,5.15,10.3,5.36,0.18,0.18,-,1.91,0.01,0.06,-0.14,0.35,3.79,-9.98,6.81,49.49,-0.09,-0.28,4200
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,Financial,Closed-End Fund - Debt,USA,181780000,12.16,-0.08,12118,-,-,-,-,-,-,-,-,,,,,,9.97,,,,-,-,-,-,,,-,14950000,14950000,,,,0.02,0.09,28480,0.5,5.39,0.33,-1.62,-4.73,-4.88,0.72,0.86,-,1.01,0.84,0.12,1.64,3.68,-0.51,-13.3,8.12,63.53,-0.08,-0.33,12118
GDOC,Goldman Sachs Future Health Care Equity ETF,Financial,Exchange Traded Fund,USA,,30.74,-0.02,62,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,3350,0.64,8.75,-3.4,-6.83,-3.69,-1.66,0.16,0.24,-,0.03,0.87,0.23,2.96,4.45,-2.44,-9.2,11.78,66.27,0.54,0.01,62
GDOT,Green Dot Corp.,Financial,Credit Services,USA,477560000,9.1,-1.09,119502,13.06,13.03,4.72,1.01,0.32,0.6,0.63,6.06,-36.12,16.25,-5.89,12.9,10.46,,0.77,4.6,4.39,0.4,0.4,0.04,0.04,37.46,3.85,2.45%,51670000,49370000,5.88,,-4.86,3.32,2.65,620060,-0.22,-23.22,-32.49,-52.98,-50.49,-42.73,2.9,5.69,2.78,0.95,0.95,0.43,8.28,-15.32,-41.57,-57.6,24.11,45.2,-0.98,-0.44,119502
GDRX,GoodRx Holdings Inc,Healthcare,Health Information Services,USA,2340000000,5.75,-3.6,325751,159.86,162.08,19.89,270.37,3.21,2.64,2.99,15.46,-13.44,13.27,,0.6,38.86,,0.92,1.8,0.95,8.23,8.23,0.8,0.81,82.68,5.49,2.04%,83290000,72940000,82.04,0,-5.21,11.08,6.02,1340000,-10.62,30.86,-4.13,2.83,11.52,24.68,4.88,5.78,2.39,0.84,1.3,0.33,2.17,6.79,-1.15,-37.99,40.51,51.73,-1.69,-1.01,325751
GDS,GDS Holdings Limited ADR,Technology,Information Technology Services,China,1580000000,8.57,-2.06,360702,-,-,-,-,1.13,0.55,1.53,-,-3.38,7.44,-19.95,0.51,43.45,,-1.76,-5.67,-2.09,1.52,1.52,1.94,2.08,15.15,6.44,-13.89%,182110000,170270000,7.02,,-11.65,5.17,14.07,625830,-13.7,-19.12,-24.5,-27.9,-57.92,-58.15,3.7,3.54,1.38,1.58,0.48,0.45,-18.99,-17.96,-31.71,-69.06,-0.92,27.24,-0.23,-0.92,360702
GDST,Goldenstone Acquisition Ltd,Financial,Shell Companies,USA,82310000,10.83,0.28,8,101.03,101.03,-,-,-,1.42,8230.8,-,,,,,0,,1.35,1.42,1.41,0.01,0.01,0,0.02,,0,-,7600000,4480000,40.99,,21.32,0.01,0,55610,-0.09,0.56,0.84,4.45,,5.58,3.12,1.49,-,0.01,0.02,0.23,0.2,0.4,3.39,-8.79,12.05,54.05,0.94,-1.02,8
